timestamp,cpu,memory,network,rps,errors,latency_p95,restarts
2026-04-19 11:43:39.996999979,10.650688816917363,17315479552.0,123871.00120100449,1432.0598406785396,21.367735053419338,477.0080714462854,0.0
2026-04-19 11:43:54.996999979,10.697576414484642,17315479552.0,123871.00120100447,1441.4929128848876,22.68333333333334,555.8245987869706,0.0
2026-04-19 11:44:09.996999979,10.697576414484642,17315479552.0,123871.00120100447,1443.504962149281,22.68333333333334,555.4924876378842,0.0
2026-04-19 11:44:24.996999979,7.352481936229547,17320034304.0,123871.00120100447,1456.1229721311895,22.683333333333334,546.690199466829,0.0
2026-04-19 11:44:39.996999979,10.860444373607722,17349881856.0,127420.90699691886,1456.1229721311895,22.683333333333334,545.1614795251825,0.0
2026-04-19 11:44:54.996999979,10.89364069089034,17349881856.0,127420.90699691886,1466.9298522670304,21.38262057931402,443.5821599424379,0.0
2026-04-19 11:45:09.996999979,10.857284661232091,17349881856.0,127420.90699691884,1465.1683344889373,21.38262057931402,443.70090003238397,0.0
2026-04-19 11:45:24.996999979,6.237451517019688,17358352384.0,,1460.1121738330096,21.38262057931402,442.1465676795686,0.0
2026-04-19 11:45:39.996999979,10.806534625294027,17352114176.0,122098.4889465902,1460.1121738330096,21.38262057931402,423.5813914584901,0.0
2026-04-19 11:45:54.996999979,10.808033240426449,17352114176.0,122098.4889465902,1460.3731370697255,21.53405113503784,385.2066817316309,0.0
2026-04-19 11:46:09.996999979,10.80216598713515,17352114176.0,122098.4889465902,1459.7876423866087,21.53405113503784,385.28616274745883,0.0
2026-04-19 11:46:24.996999979,9.286149292180587,17335443456.0,122756.04057903297,1453.7271447116475,21.53405113503784,389.46394380198683,0.0
2026-04-19 11:46:39.996999979,10.657344465147744,17341923328.0,123409.19919041391,1453.7271447116475,21.53405113503784,402.0460120953618,0.0
2026-04-19 11:46:54.996999979,10.686144163783148,17341923328.0,123409.19919041391,1440.509266337924,20.800000000000004,492.25005127080635,0.0
2026-04-19 11:47:09.996999979,10.65885470645319,17341923328.0,123409.19919041391,1440.4755871424354,20.800000000000004,492.2518548575064,0.0
2026-04-19 11:47:24.996999979,8.121252766765936,17377837056.0,88484.91002452341,1447.6950053338621,20.799999999999997,492.5347086149569,0.0
2026-04-19 11:47:39.996999979,10.717857575049607,17472872448.0,121357.22597512504,1447.6950053338621,20.799999999999997,463.90545446809494,0.0
2026-04-19 11:47:54.996999979,10.73026596010464,17472872448.0,121357.22597512504,1444.8588513509517,21.850000000000005,423.2165899739456,0.0
2026-04-19 11:48:09.996999979,10.714035122990074,17472872448.0,121357.22597512504,1444.6088513509517,21.850000000000005,423.2214462251428,0.0
2026-04-19 11:48:24.996999979,5.383371501647735,17501126656.0,85513.4870972789,1448.6960248230178,21.85,420.086255323057,0.0
2026-04-19 11:48:39.996999979,10.601117455832114,17553666048.0,123238.25850340136,1448.6960248230178,21.85,430.5866857594658,0.0
