timestamp,score,is_alert,severity
2026-04-19 12:07:54.996999979,12.185643854955005,1,medium
2026-04-19 12:08:09.996999979,14.600508197176499,1,medium
2026-04-19 12:08:24.996999979,16.176662554212896,1,medium
2026-04-19 12:08:39.996999979,21.644958347326366,1,medium
2026-04-19 12:08:54.996999979,24.864341701451416,1,medium
2026-04-19 12:09:09.996999979,26.864690704202374,1,medium
2026-04-19 12:09:24.996999979,28.35517765888933,1,medium
2026-04-19 12:09:39.996999979,30.73903516017827,1,medium
2026-04-19 12:09:54.996999979,33.483540010593046,1,medium
2026-04-19 12:10:09.996999979,35.05499798117175,1,medium
2026-04-19 12:10:24.996999979,35.44349979905647,1,medium
2026-04-19 12:10:39.996999979,36.70144051913287,1,medium
2026-04-19 12:10:54.996999979,38.52984375594258,1,medium
2026-04-19 12:11:09.996999979,40.414597285880475,1,medium
2026-04-19 12:11:24.996999979,40.436550304518235,1,medium
2026-04-19 12:11:39.996999979,41.041914917887325,1,medium
2026-04-19 12:11:54.996999979,43.16471216613351,1,medium
2026-04-19 12:12:09.996999979,121.1540360277927,1,medium
2026-04-19 12:12:24.996999979,227.9611506560007,1,medium
2026-04-19 12:12:39.996999979,371.051547799616,1,medium
2026-04-19 12:12:54.996999979,554.7365835481221,1,high
2026-04-19 12:13:09.996999979,555.8177737382952,1,high
2026-04-19 12:13:24.996999979,556.6779032126027,1,high
2026-04-19 12:13:39.996999979,557.1507151827476,1,high
2026-04-19 12:13:54.996999979,558.0895880793606,1,high
2026-04-19 12:14:09.996999979,576.8736238555431,1,high
2026-04-19 12:14:24.996999979,593.690935423962,1,high
2026-04-19 12:14:39.996999979,609.9931318173301,1,critical
2026-04-19 12:14:54.996999979,634.257621625463,1,critical
2026-04-19 12:15:09.996999979,605.6872813421861,1,high
2026-04-19 12:15:24.996999979,547.5074430685945,1,medium
2026-04-19 12:15:39.996999979,459.2095648364521,1,medium
2026-04-19 12:15:54.996999979,313.1643657049315,1,medium
2026-04-19 12:16:09.996999979,310.181476925914,1,medium
2026-04-19 12:16:24.996999979,306.67387383363257,1,medium
2026-04-19 12:16:39.996999979,303.52742176887745,1,medium
2026-04-19 12:16:54.996999979,306.5742533907892,1,medium
2026-04-19 12:17:09.996999979,283.90692900707074,1,medium
2026-04-19 12:17:24.996999979,261.4071771124708,1,medium
2026-04-19 12:17:39.996999979,239.4562717761291,1,medium
2026-04-19 12:17:54.996999979,219.2785269303589,1,medium
2026-04-19 12:18:09.996999979,167.23471936256894,1,medium
2026-04-19 12:18:24.996999979,116.14841373909145,1,medium
2026-04-19 12:18:39.996999979,67.2189324233295,1,medium
2026-04-19 12:18:54.996999979,10.18195046450868,1,medium
2026-04-19 12:19:09.996999979,9.736036515414446,1,medium
2026-04-19 12:19:24.996999979,7.09310320957323,0,low
2026-04-19 12:19:39.996999979,8.548928605343525,0,low
2026-04-19 12:19:54.996999979,8.608058945213974,0,low
2026-04-19 12:20:09.996999979,8.219657379974263,0,low
2026-04-19 12:20:24.996999979,6.669941558311973,0,low
2026-04-19 12:20:39.996999979,6.239363625298611,0,low
2026-04-19 12:20:54.996999979,6.727873379753564,0,low
2026-04-19 12:21:09.996999979,7.083638155357352,0,low
2026-04-19 12:21:24.996999979,6.176115833250729,0,low
2026-04-19 12:21:39.996999979,5.9947526055352105,0,low
2026-04-19 12:21:54.996999979,5.541402763690554,0,low
2026-04-19 12:22:09.996999979,5.485000340936977,0,low
2026-04-19 12:22:24.996999979,4.239775249363508,0,low
2026-04-19 12:22:39.996999979,3.6128279558048173,0,low
2026-04-19 12:22:54.996999979,4.874613010850668,0,low
2026-04-19 12:23:09.996999979,6.206192972147164,0,low
2026-04-19 12:23:24.996999979,7.198204233627854,0,low
2026-04-19 12:23:39.996999979,9.404009304265015,0,low
2026-04-19 12:23:54.996999979,10.66711529315318,1,medium
2026-04-19 12:24:09.996999979,13.89974555440369,1,medium
2026-04-19 12:24:24.996999979,16.71263374935274,1,medium
2026-04-19 12:24:39.996999979,21.05174440030133,1,medium
2026-04-19 12:24:54.996999979,24.63916324949971,1,medium
2026-04-19 12:25:09.996999979,31.709530598761166,1,medium
2026-04-19 12:25:24.996999979,37.80667132696355,1,medium
2026-04-19 12:25:39.996999979,45.94888649552266,1,medium
2026-04-19 12:25:54.996999979,54.62398861304077,1,medium
2026-04-19 12:26:09.996999979,77.42028289827488,1,medium
2026-04-19 12:26:24.996999979,99.22670565225964,1,medium
2026-04-19 12:26:39.996999979,121.9364813239998,1,medium
2026-04-19 12:26:54.996999979,145.89281880982273,1,medium
2026-04-19 12:27:09.996999979,186.81553206890976,1,medium
2026-04-19 12:27:24.996999979,229.94319756715217,1,medium
2026-04-19 12:27:39.996999979,276.1129533423516,1,medium
2026-04-19 12:27:54.996999979,323.5977003849335,1,medium
2026-04-19 12:28:09.996999979,331.4693924952582,1,medium
2026-04-19 12:28:24.996999979,339.1655890671236,1,medium
2026-04-19 12:28:39.996999979,348.8155510995286,1,medium
2026-04-19 12:28:54.996999979,361.72995807878743,1,medium
2026-04-19 12:29:09.996999979,354.29069923333026,1,medium
2026-04-19 12:29:24.996999979,348.46662550458944,1,medium
2026-04-19 12:29:39.996999979,342.588793251726,1,medium
2026-04-19 12:29:54.996999979,338.7939602121553,1,medium
2026-04-19 12:30:09.996999979,315.0745118619646,1,medium
2026-04-19 12:30:24.996999979,289.07033401537825,1,medium
2026-04-19 12:30:39.996999979,264.8904416316517,1,medium
2026-04-19 12:30:54.996999979,232.34001667918227,1,medium
2026-04-19 12:31:09.996999979,233.47056756181536,1,medium
2026-04-19 12:31:24.996999979,233.38432458483703,1,medium
2026-04-19 12:31:39.996999979,233.32913743839285,1,medium
2026-04-19 12:31:54.996999979,233.3376684005758,1,medium
2026-04-19 12:32:09.996999979,228.24464549109703,1,medium
2026-04-19 12:32:24.996999979,214.32256703607544,1,medium
2026-04-19 12:32:39.996999979,203.0022400463432,1,medium
2026-04-19 12:32:54.996999979,190.63520540466442,1,medium
2026-04-19 12:33:09.996999979,182.5217790665162,1,medium
2026-04-19 12:33:24.996999979,174.81357179955285,1,medium
2026-04-19 12:33:39.996999979,170.45619840779023,1,medium
